customer_id,age,gender,annual_income,education,marital_status,city,state,country,postal_code,signup_date,purchase_frequency,avg_purchase_value,total_spent,days_since_last_purchase,favorite_payment_method,electronics_score,clothing_score,home_decor_score,beauty_score,sports_score,books_score,food_score,website_visits_per_month,avg_session_duration,mobile_app_usage,desktop_usage,items_viewed_per_visit,cart_abandonment_rate,email_engagement_rate,support_tickets,satisfaction_score,Recency,Frequency,Monetary
d125e8fe,61,2,39255,3,2,881,10,0,36907,2020-12-27,5,43.25,216.26,110,4,32,25,41,22,33,38,19,4,18.03,55,48,8,42,18,3,5.5,340,7,285.37
b85360ac,32,2,65510,0,2,348,48,0,34231,2022-04-30,12,65.26,783.15,103,0,64,32,62,52,55,41,59,5,15.18,100,6,10,53,16,1,7.6,5,8,494.98
8b6ad83f,62,1,75404,2,1,600,35,0,85058,2023-02-23,7,41.27,288.87,75,2,43,59,36,31,55,36,35,1,15.01,35,73,13,57,2,2,6.6,4,10,440.35
8c81741f,29,0,48781,3,1,617,22,0,63272,2022-12-04,5,58.2,290.98,90,5,48,40,51,34,59,31,59,7,9.98,61,29,13,76,43,1,6.8,104,8,480.94
1e51cbd6,53,0,116003,3,1,567,21,0,47334,2024-06-16,16,37.43,598.82,103,1,39,9,20,35,40,17,49,8,15.45,51,53,13,54,46,0,8.0,12,15,579.24
52adb129,34,2,52250,4,2,226,13,0,9323,2023-01-16,9,74.66,671.92,13,1,13,23,26,40,50,16,38,3,21.8,72,26,11,51,43,1,7.3,133,9,777.07
435cb663,53,2,75947,1,0,325,27,0,876,2025-03-01,2,15.0,30.0,53,2,60,34,58,58,56,33,40,5,10.56,41,69,6,67,18,2,7.2,2,10,144.82999999999998
5d72a43e,74,1,50333,3,0,321,29,0,78348,2022-09-04,4,44.46,177.83,81,3,65,95,76,81,95,94,91,4,6.31,32,51,1,29,21,6,4.9,81,12,463.73
a021ce00,39,1,39555,1,0,867,40,0,93746,2021-08-12,7,15.0,105.0,38,1,55,42,34,45,40,54,50,2,20.27,99,0,7,44,67,1,6.6,178,8,119.94
c9190915,72,1,34610,0,1,948,2,0,49191,2021-07-25,8,16.2,129.6,33,1,49,57,54,69,50,50,48,2,3.12,98,13,13,72,20,1,4.4,475,6,96.06
74969542,19,0,117655,4,2,73,1,0,47247,2024-09-10,16,15.0,240.0,34,4,14,33,28,23,24,27,37,5,19.9,56,43,16,40,65,0,8.0,22,5,75.02000000000001
cc641140,19,1,103368,1,0,146,48,0,18964,2020-06-06,12,15.0,180.0,61,0,89,72,90,83,63,89,66,6,23.47,63,50,14,29,55,1,8.3,37,19,270.48
6fafd129,45,2,54033,4,0,31,6,0,9824,2023-04-30,7,67.9,475.29,62,4,19,42,33,37,40,30,23,5,18.54,20,75,8,48,50,3,6.7,286,6,291.27
e4a2048e,40,0,40717,3,2,951,27,0,11444,2021-06-02,4,15.0,60.0,119,0,90,79,60,87,78,98,74,1,14.01,86,21,9,15,21,1,6.5,87,13,167.21
b433cf2c,44,2,42243,3,3,726,52,0,14702,2023-11-16,7,15.0,105.0,21,1,71,71,61,63,52,74,87,3,19.57,32,74,13,31,56,0,6.5,9,14,213.8
0556baa4,59,2,35662,4,0,464,6,0,19078,2022-12-17,9,17.81,160.3,25,2,19,29,18,51,40,50,39,3,9.55,36,77,15,53,27,2,5.2,48,14,234.77
07c308c3,38,1,108238,0,2,174,1,0,20228,2022-04-11,20,79.83,1596.69,3,3,24,23,14,34,6,20,11,11,35.29,20,80,8,54,69,2,8.8,4,8,660.6500000000001
3f7b9966,44,0,65036,3,0,376,31,0,54291,2022-09-04,9,15.0,135.0,90,2,26,30,24,38,46,25,55,6,14.22,43,50,11,54,35,1,7.4,14,11,173.54999999999998
eb9002a6,71,1,81394,2,1,41,7,0,83538,2023-02-12,0,15.0,0.0,99,0,17,27,44,21,48,28,45,2,6.0,37,61,10,58,0,1,6.1,54,16,266.34
4b9024d2,58,2,53647,2,2,144,13,0,97657,2023-11-09,10,15.0,150.0,62,1,31,42,22,32,26,34,59,6,21.46,33,51,1,69,47,1,6.0,0,6,89.91
ba89e96d,55,1,123702,3,1,602,10,0,4147,2025-03-23,10,19.48,194.84,6,4,80,88,59,73,55,65,60,10,24.19,58,50,15,49,30,0,7.6,3,5,96.54
30ef2aa3,21,0,32574,0,2,830,7,0,19091,2024-07-27,4,27.05,108.21,63,3,55,42,48,32,21,44,42,3,18.05,70,18,8,74,11,1,5.9,22,8,189.82999999999998
241b0eea,63,0,108345,4,0,863,46,0,79143,2022-03-26,6,84.54,507.26,90,0,48,23,46,34,32,41,29,3,7.73,95,20,13,57,33,1,7.3,275,7,561.46
c16ace61,22,2,55023,0,3,219,16,0,33281,2023-08-14,8,56.4,451.19,105,5,57,63,34,74,66,58,45,4,9.32,97,12,3,50,40,1,6.9,9,9,495.68
c6f98929,33,0,58391,2,3,64,26,0,52707,2024-03-18,13,15.0,195.0,68,1,66,40,70,49,51,57,51,9,27.18,17,80,15,71,26,2,7.2,3,10,161.64
49bda094,71,1,56080,0,2,195,23,0,42459,2024-02-22,6,57.87,347.2,14,0,18,14,48,36,43,45,51,4,6.93,68,20,1,67,39,1,5.4,52,10,548.44
02a121df,32,2,25207,2,2,82,23,0,99288,2024-02-08,8,70.07,560.55,84,0,64,88,99,62,82,94,85,6,9.8,73,26,1,71,23,1,6.2,2,11,762.14
b74c31e4,51,1,61956,2,0,356,11,0,6147,2024-11-02,9,15.0,135.0,28,4,12,20,40,30,18,18,39,6,11.76,73,44,9,20,50,1,6.6,0,5,75.45
5bd43182,53,2,72180,4,3,43,56,0,96296,2021-02-02,7,61.09,427.65,14,1,58,65,63,42,46,47,71,7,11.26,40,54,9,26,30,0,7.2,93,7,400.15
212a07a7,56,0,47859,1,0,295,54,0,60010,2022-03-11,5,15.0,75.0,42,5,66,53,46,64,41,62,60,3,13.48,28,76,14,46,30,0,6.0,86,14,219.5
8ef9a7ea,46,0,32117,3,2,733,28,0,66324,2021-03-15,7,44.12,308.85,5,5,39,71,46,57,38,57,52,3,0.17,21,68,6,41,37,1,6.0,262,10,459.82
8e91a0af,53,2,97078,4,1,120,41,0,35389,2024-09-29,10,21.48,214.8,5,0,31,30,38,45,59,37,36,3,15.15,24,66,22,21,100,1,8.0,20,11,241.82
f0a2b4c7,43,2,44918,0,2,369,0,0,23768,2021-03-21,9,15.0,135.0,42,0,42,47,17,49,30,13,47,7,12.66,29,61,1,78,32,2,6.6,48,13,215.06
26871545,74,0,281855,3,2,763,24,0,93582,2020-05-25,12,26.0,312.06,99,3,85,47,87,87,71,50,66,5,11.47,52,54,12,49,26,1,6.9,111,5,153.84
f8748880,27,0,55781,4,1,20,14,0,35275,2024-06-01,9,15.0,135.0,7,1,71,74,84,82,78,51,60,3,17.06,45,50,13,59,76,1,6.9,11,8,143.34
50d8f3ec,39,1,83375,3,2,915,9,0,7473,2022-03-15,20,15.0,300.0,52,5,30,37,32,13,13,35,40,9,22.05,21,90,20,21,100,0,8.4,94,15,243.55
3eb337f9,30,2,19697,4,1,211,50,0,42769,2023-12-01,6,15.0,90.0,10,5,76,69,85,54,56,75,76,1,10.06,32,63,8,44,10,0,5.9,23,13,191.04
a5ba196b,56,2,43575,2,0,519,58,0,32305,2024-04-29,7,33.39,233.75,45,4,80,91,61,80,54,66,64,6,4.04,62,23,4,53,0,2,5.6,4,4,168.18
263ebab1,65,1,29746,0,1,340,40,0,97549,2020-05-27,5,15.0,75.0,107,5,21,7,19,28,30,1,21,4,-2.47,27,75,1,57,0,2,4.7,135,8,118.29
001b5c26,52,2,77101,1,3,462,24,0,53527,2021-10-13,8,34.59,276.73,94,3,45,68,81,77,46,60,54,6,18.84,2,100,10,22,24,4,7.2,15,11,332.27
51ac415d,21,0,67972,2,2,79,35,0,55144,2023-02-05,9,15.0,135.0,85,5,65,48,43,60,66,56,66,5,14.27,43,49,8,67,41,2,7.2,1,6,79.01
cc5548e6,73,2,26020,4,2,282,30,0,62334,2024-03-25,1,15.0,15.0,26,4,64,30,31,44,62,48,50,2,8.45,43,41,1,67,15,2,4.2,47,8,122.48
5c009ae2,61,0,39884,1,0,828,23,0,30848,2023-12-14,6,87.3,523.78,65,5,54,91,67,75,52,86,68,4,12.84,22,79,1,64,12,0,5.3,28,10,852.34
ab9c5a4a,23,2,69319,3,1,13,40,0,26680,2022-12-08,6,15.0,90.0,31,4,36,28,47,30,37,43,17,5,16.73,14,87,7,58,44,0,7.4,76,9,130.26
25c808d6,61,1,95737,0,0,415,46,0,73730,2021-05-31,9,15.0,135.0,91,4,66,85,67,94,68,78,62,5,22.07,48,39,10,30,48,1,7.3,99,6,96.38
60cfe858,71,1,88908,2,0,641,46,0,66043,2020-05-04,9,41.39,372.55,53,0,47,59,36,28,31,25,27,2,4.19,27,90,6,26,28,0,6.5,172,14,609.04
a05deb30,56,2,64577,4,1,940,43,0,97401,2021-12-06,4,91.29,365.15,30,3,44,65,48,73,51,75,81,5,22.67,56,54,5,56,22,2,6.4,379,6,502.76
7b9a46b6,72,0,92132,3,3,957,26,0,25882,2024-07-03,12,15.0,180.0,21,3,16,40,14,31,40,28,26,7,19.99,67,19,7,57,11,2,6.7,2,10,168.03
e854b3dc,73,2,35030,3,0,930,37,0,92940,2020-05-31,5,56.99,284.97,59,3,52,29,65,51,47,52,66,0,14.46,100,15,6,79,20,0,4.7,20,9,535.35
e986898a,51,2,31307,2,2,609,51,0,58209,2022-09-29,7,15.0,105.0,59,2,71,89,90,81,58,91,80,1,12.59,61,39,8,66,25,2,5.6,171,11,158.21
c2cd4e08,36,0,67273,3,0,739,3,0,99239,2020-12-08,10,19.86,198.6,106,5,39,56,47,68,32,62,38,6,22.74,56,57,8,53,42,1,7.6,90,9,173.01
53928648,64,2,40908,2,1,141,22,0,75353,2020-11-28,6,29.45,176.73,75,1,42,59,60,54,62,35,45,4,14.48,41,58,3,58,43,1,5.0,157,10,294.45
448aa434,34,0,59380,0,2,287,8,0,30309,2024-10-06,9,59.93,539.35,15,1,68,51,33,61,52,60,67,4,13.56,96,12,9,51,34,1,7.6,4,19,1069.85
c5cd8915,20,1,28532,1,1,25,5,0,84634,2024-05-13,9,15.0,135.0,112,3,14,37,30,30,39,29,51,4,9.35,12,77,1,60,24,0,5.4,0,14,215.11
33c7ce32,57,0,183354,2,3,805,48,0,10782,2022-06-26,11,15.0,165.0,110,0,34,72,65,49,47,71,64,4,5.42,49,46,11,23,41,0,7.9,48,11,177.78
dfa1ba6f,56,1,28632,0,0,799,11,0,54230,2021-10-19,4,54.08,216.33,81,4,65,55,63,61,55,74,54,1,19.89,5,93,14,41,54,1,5.5,42,8,477.71000000000004
b3d91d5f,37,0,58010,2,2,800,54,0,62086,2024-08-30,8,18.88,151.01,54,3,28,49,48,46,45,21,39,9,12.62,75,16,6,41,68,2,7.2,4,8,150.34
8953c61b,67,0,43665,1,0,220,52,0,77775,2023-02-24,0,24.16,0.0,105,2,75,83,52,66,78,56,55,2,5.69,67,30,1,80,36,0,5.4,171,8,210.23
f27cc3c5,44,2,83239,0,1,855,11,0,22694,2021-11-04,13,28.67,372.71,8,2,76,69,41,66,74,54,63,6,27.77,60,37,7,27,48,2,8.1,120,13,392.08
e82366bf,54,2,64571,1,1,695,45,0,14868,2021-10-30,6,15.0,90.0,73,0,73,64,64,44,72,47,51,4,12.57,87,0,6,37,42,2,6.5,52,10,129.26999999999998
1a30fed6,47,2,63369,2,1,947,50,0,26148,2020-10-16,12,41.42,497.01,79,0,28,47,48,61,66,39,26,3,12.85,63,33,8,60,43,0,6.8,22,9,356.37
2923e361,37,0,96704,4,0,456,11,0,39835,2020-12-22,12,82.17,986.08,1,2,64,64,68,79,82,44,54,7,28.71,19,85,19,73,51,0,8.9,146,15,1278.79
981eef0f,69,1,59716,0,3,424,21,0,35618,2024-05-27,8,55.03,440.27,81,0,91,78,86,83,60,90,76,3,10.25,56,50,7,65,19,3,5.8,3,13,804.4200000000001
ffc39701,19,1,37686,4,0,318,6,0,92871,2020-10-16,4,24.34,97.38,118,5,13,21,5,25,28,44,38,5,9.41,92,24,1,88,43,1,6.0,183,12,307.5
db1b8b5b,29,2,59476,2,0,953,24,0,3678,2021-04-27,12,27.09,325.05,110,5,47,62,71,50,76,60,68,3,23.53,44,50,18,43,69,2,7.4,80,9,231.07999999999998
4b3482bd,37,1,52670,2,0,235,48,0,76024,2020-11-15,11,15.0,165.0,5,3,63,86,90,59,88,90,67,7,8.19,24,86,12,33,52,1,7.2,74,10,139.16
82ebbccb,67,0,86579,0,2,483,42,0,33264,2020-08-31,9,15.0,135.0,67,1,21,10,37,32,41,15,8,4,16.95,22,77,8,33,22,2,6.5,21,16,271.21
45d9748f,39,0,79713,2,2,639,32,0,98562,2022-05-10,9,17.44,157.0,99,1,66,48,83,66,87,60,67,7,15.67,19,77,21,52,40,1,8.3,193,8,115.53
2c58d413,38,0,96598,2,0,851,22,0,98380,2024-06-09,9,15.0,135.0,21,5,7,46,42,39,13,20,41,3,18.64,35,62,10,42,70,0,8.6,87,8,129.27
5dcdd63b,63,0,52239,4,1,397,42,0,96094,2024-04-25,5,55.5,277.49,10,5,60,73,67,42,47,40,69,2,13.18,81,2,5,79,3,1,5.8,33,10,536.16
3adc26dd,21,1,55478,3,3,555,34,0,87643,2024-04-09,3,22.66,67.97,91,4,94,97,85,96,79,76,78,4,16.58,88,10,3,51,36,0,6.7,42,8,185.20000000000002
76dbca2c,54,1,51941,2,3,858,52,0,56085,2024-09-23,6,52.67,316.02,59,5,72,73,57,57,52,82,59,4,14.42,93,3,13,61,15,1,6.2,1,9,451.21999999999997
883f3a5c,68,0,25027,3,3,291,41,0,4489,2025-02-08,7,15.0,105.0,9,0,29,37,36,17,25,29,45,3,7.34,63,35,5,69,4,0,4.6,15,6,83.41
f5a0f3fc,70,2,32480,2,0,919,25,0,93471,2022-02-27,4,61.28,245.1,84,2,69,84,79,75,87,76,65,4,4.93,69,32,4,55,33,3,4.7,67,15,967.49
a0578588,42,1,60464,1,1,63,41,0,61188,2020-09-17,8,15.0,120.0,89,4,54,63,48,61,42,38,31,5,12.98,81,31,7,35,5,1,7.0,913,9,172.93
7dfd9a17,55,2,27531,3,0,724,20,0,26613,2022-03-01,7,70.54,493.81,13,0,30,36,15,49,17,49,35,1,8.84,42,58,6,82,20,3,5.1,232,6,488.57
c4297f1f,31,1,84801,4,2,19,32,0,86789,2021-01-11,10,42.76,427.56,19,1,37,43,27,33,48,45,37,8,30.76,19,79,11,45,76,0,8.4,95,8,375.33
7cc22bc4,68,2,33674,1,3,757,29,0,32428,2021-04-01,2,15.0,30.0,118,5,42,5,44,37,30,13,23,1,5.14,13,84,1,85,19,3,4.6,4,12,167.77
3774b3b0,63,2,53750,1,2,381,3,0,45865,2020-06-12,6,15.0,90.0,37,2,42,52,40,55,35,39,40,3,8.2,45,57,10,62,27,1,5.6,93,8,115.87
249dd12c,48,1,66317,0,3,690,30,0,17344,2020-07-18,14,15.0,210.0,119,5,79,62,71,61,61,53,57,1,6.55,58,40,13,50,48,1,7.2,85,11,177.17000000000002
d604e121,26,1,72169,0,3,395,24,0,57569,2020-06-14,5,82.96,414.78,59,1,65,77,49,67,70,65,73,2,13.35,84,18,8,40,41,2,7.4,835,4,134.09
5d46ff27,29,0,49092,4,2,960,34,0,34402,2022-01-13,10,33.53,335.29,64,1,47,32,41,49,51,38,17,6,9.3,100,7,18,47,47,2,6.9,250,11,348.66
646b4671,25,2,48872,3,2,56,53,0,64676,2024-06-24,4,15.0,60.0,94,1,50,62,66,38,66,72,38,4,18.47,34,67,14,56,30,3,6.8,47,10,132.88
e24027e1,69,2,27260,1,2,373,25,0,36505,2023-05-08,3,20.09,60.27,69,2,59,62,60,66,51,56,52,4,3.51,95,2,1,35,2,2,4.4,45,9,189.2
18a85263,20,2,88194,4,0,498,24,0,81186,2021-03-14,13,46.17,600.23,101,4,19,56,46,53,26,52,19,6,27.37,64,43,14,13,63,0,7.5,120,7,267.14
90bf79a2,36,0,57656,2,1,568,18,0,8853,2022-06-10,12,69.03,828.3,10,5,24,55,33,33,32,16,23,7,22.78,68,33,14,89,29,2,7.6,189,10,743.52
d489528c,41,1,41909,1,1,372,27,0,40351,2022-07-22,6,15.0,90.0,24,4,57,76,60,64,93,64,86,2,14.92,78,26,10,49,4,3,6.5,36,8,146.74
a0dd7578,60,0,94288,0,1,34,31,0,79045,2022-01-13,8,51.55,412.39,94,5,19,10,6,13,32,28,33,7,20.39,37,66,12,60,39,1,7.4,12,9,414.56
9aa6adf7,61,2,109203,3,3,470,0,0,43102,2023-10-21,8,39.43,315.44,19,4,82,55,73,83,79,75,88,9,17.76,59,24,2,16,8,0,7.7,62,4,141.22
5f4f3aec,58,0,37981,3,0,647,53,0,21376,2023-05-25,5,45.77,228.83,35,5,57,67,88,76,80,66,88,2,8.47,83,22,11,50,23,2,5.4,33,11,482.32
f60b2a09,38,2,38795,2,2,294,57,0,15152,2020-08-11,6,50.16,300.98,9,2,32,59,32,54,48,40,44,4,14.97,16,64,2,66,0,1,6.9,155,13,637.15
dc340cce,23,1,43560,4,1,879,54,0,38671,2021-11-30,4,15.0,60.0,82,2,52,50,83,53,69,81,56,7,7.18,84,8,3,80,30,1,6.3,30,14,170.35
e5b13dd2,47,2,91591,2,3,510,23,0,69095,2023-09-22,8,61.54,492.28,99,0,64,60,54,48,61,47,68,10,20.06,29,59,15,25,38,0,8.0,23,9,588.7
ba081ca1,29,0,39485,2,3,895,28,0,82604,2024-02-25,7,15.72,110.05,79,0,42,17,20,45,38,24,50,4,18.16,68,33,26,33,43,0,6.3,70,9,158.73
641e022a,20,1,48740,2,0,138,57,0,76689,2020-12-01,4,47.18,188.71,58,2,88,66,97,57,59,81,74,5,5.32,15,86,5,42,11,1,6.5,17,15,650.6
8928823b,18,2,42478,3,3,859,22,0,66992,2022-10-30,8,63.44,507.5,52,1,53,83,63,49,73,79,56,3,9.5,57,43,16,38,26,1,6.0,101,13,886.3100000000001
ad876f99,43,1,132522,2,0,400,36,0,13990,2022-04-12,9,42.44,381.95,110,5,34,23,17,16,40,7,29,6,18.15,65,35,7,36,73,1,8.3,31,10,463.74
ccf4577b,58,2,24414,1,3,176,1,0,53464,2024-10-19,4,54.01,216.06,114,1,40,36,30,40,29,65,43,0,5.91,40,58,8,39,44,1,5.0,41,6,328.63
e2f2b50b,49,2,36350,3,2,78,56,0,86932,2025-01-25,7,15.0,105.0,44,2,23,46,28,34,54,50,55,4,12.59,22,82,8,43,69,0,5.8,6,11,162.1
3dbdd0a8,20,2,58150,0,3,475,15,0,43471,2021-08-10,4,58.08,232.32,3,0,97,60,73,66,58,69,98,3,13.48,3,88,9,43,66,2,6.8,10,5,319.75
46665f91,57,1,52133,4,2,6,4,0,66589,2020-09-09,4,15.0,60.0,105,2,38,45,46,21,11,19,34,5,8.97,35,66,4,51,27,0,5.8,274,12,211.29
3bdccd12,61,2,88663,4,1,708,48,0,43811,2023-06-22,15,15.0,225.0,108,3,50,85,59,69,52,55,65,7,24.76,17,80,14,49,28,1,7.1,72,12,140.61
bd5753ec,53,1,30271,3,1,142,17,0,40934,2022-01-05,6,15.0,90.0,6,3,46,45,30,16,7,37,11,5,11.54,0,91,8,32,37,1,5.7,1,8,130.4
c716dbe4,74,0,23051,3,3,681,8,0,58125,2021-05-24,5,37.6,188.0,17,3,49,26,42,37,35,24,20,2,15.21,52,47,7,85,26,1,3.9,51,10,392.83
0f9fea28,63,0,67381,4,2,749,35,0,2617,2021-10-04,7,15.0,105.0,106,5,48,22,57,37,34,29,55,4,7.55,100,3,15,31,43,0,6.4,332,15,257.33
3c3e1348,50,1,51304,3,1,662,21,0,49220,2023-09-22,9,15.0,135.0,7,3,16,37,38,18,17,9,10,6,10.24,63,31,8,32,54,2,6.5,166,9,136.54
ad9942d7,34,0,18329,4,3,191,12,0,21232,2025-01-12,9,39.78,358.01,14,1,37,14,13,4,34,35,10,3,10.51,4,96,4,45,32,1,6.3,13,15,561.8
69d3b88e,55,0,60569,3,1,835,16,0,16994,2021-01-31,8,50.56,404.45,87,5,21,34,28,20,29,40,26,6,13.53,34,54,1,56,45,1,6.6,95,7,373.45
fa9a1df9,55,0,118562,2,3,873,14,0,2378,2024-06-18,12,19.53,234.41,28,4,40,53,52,37,58,41,69,6,14.06,33,60,23,43,37,1,7.8,69,12,267.53
d6dcce9d,26,1,49274,4,2,50,34,0,84687,2023-09-14,8,54.18,433.43,18,2,83,83,80,64,75,68,72,6,4.19,70,48,7,87,26,5,6.6,54,8,424.41
e9f9f8bc,54,2,53263,0,2,8,12,0,49583,2022-12-19,12,56.31,675.67,110,4,44,68,61,60,48,31,58,7,9.02,70,23,1,67,0,1,6.3,33,10,601.61
1c7711a3,45,2,59515,0,1,699,15,0,51781,2022-01-22,13,15.0,195.0,115,2,28,28,56,58,28,53,59,4,16.74,32,64,10,37,33,2,7.1,132,14,176.81
a625c3d8,33,1,22956,4,2,190,33,0,97875,2021-05-22,5,15.0,75.0,94,0,73,68,82,78,75,65,61,3,14.81,46,47,16,53,42,2,6.3,36,9,147.48000000000002
5ba4626f,72,2,59938,4,2,432,25,0,33487,2022-09-22,7,15.0,105.0,60,3,80,66,78,95,84,95,55,4,10.86,78,15,2,30,31,4,5.4,24,7,107.94
72b8f1cd,51,1,54881,1,3,99,44,0,60891,2021-01-20,5,83.48,417.4,35,1,99,94,96,73,65,99,81,3,17.47,64,32,13,52,69,2,6.5,4,8,581.19
a742e832,74,1,43785,2,3,299,17,0,73701,2023-03-24,2,15.0,30.0,60,4,25,25,13,37,6,37,15,2,3.19,13,83,1,54,24,2,5.0,3,10,172.4
643c2c04,25,2,106389,3,1,149,9,0,25377,2021-01-19,9,60.63,545.66,96,3,42,37,52,47,37,23,24,7,17.83,41,67,13,41,37,2,8.6,208,11,603.27
3063461e,51,1,75911,3,0,114,0,0,65315,2022-09-28,14,58.54,819.54,80,5,55,63,80,56,56,76,62,7,12.56,20,64,8,64,31,1,7.1,11,7,396.05
1a25806b,35,1,123629,0,3,333,58,0,71053,2024-06-06,14,15.0,210.0,112,3,73,34,51,59,67,41,63,13,28.31,38,75,10,65,59,0,8.8,30,9,133.69
1fff06b9,36,1,75518,2,2,938,5,0,89893,2020-05-21,6,61.74,370.42,103,3,86,74,79,90,74,73,84,5,19.15,65,47,15,66,46,0,8.2,74,9,473.11
e98b60f6,47,0,43922,4,1,44,46,0,8840,2020-11-06,9,15.0,135.0,40,3,66,64,80,73,68,53,59,5,16.84,39,59,1,61,0,2,6.5,46,7,129.51999999999998
93c93dff,28,2,188037,4,0,679,7,0,41290,2024-04-02,8,15.0,120.0,23,1,53,54,59,51,46,64,80,2,15.29,10,88,1,51,17,0,8.5,2,9,146.9
fab8fdb7,31,2,50855,2,0,444,16,0,83925,2023-05-07,7,15.0,105.0,19,5,62,38,62,47,35,29,53,3,23.42,87,10,23,51,54,1,7.0,123,12,191.29
baaaa800,27,1,88266,4,0,482,46,0,44724,2021-08-24,10,29.22,292.15,91,5,48,66,39,66,58,51,37,7,16.6,64,20,6,34,51,2,8.3,64,12,321.17
4d6ec1d2,25,0,45720,2,3,102,21,0,82596,2021-10-24,8,15.0,120.0,108,3,50,33,48,31,66,40,65,2,20.38,50,43,8,52,54,1,6.3,72,15,198.8
afe66994,23,2,85172,3,2,677,55,0,67134,2022-05-28,12,51.75,621.0,51,3,51,69,69,63,34,54,56,1,18.5,17,86,9,34,52,0,7.9,37,10,489.53
1a2d1a1e,41,1,76570,1,0,952,43,0,32767,2023-04-22,12,15.0,180.0,40,0,90,60,68,83,81,83,73,4,24.61,19,86,20,41,26,1,7.7,225,4,61.53
2c970e52,71,2,26599,4,2,841,21,0,70789,2024-06-20,4,15.0,60.0,27,5,63,51,34,67,54,35,30,1,11.07,38,62,1,39,0,2,4.2,8,14,206.19
909a6456,53,0,32048,4,1,778,4,0,87385,2024-02-27,4,36.66,146.65,24,0,53,49,20,37,55,37,49,1,12.23,59,41,5,69,51,2,5.4,166,7,263.82
300eaa19,68,1,157066,0,0,128,22,0,86747,2023-08-05,11,37.65,414.1,82,1,37,48,56,41,61,45,31,2,9.19,9,93,5,62,62,0,6.9,7,5,176.07999999999998
299845f5,56,2,41670,1,3,161,1,0,50467,2022-02-07,5,15.0,75.0,56,5,70,47,63,72,76,41,56,4,6.8,7,77,14,45,0,1,5.7,32,13,192.54
64a7224f,47,2,45208,0,0,266,47,0,96311,2024-05-11,3,15.0,45.0,7,5,49,63,45,26,41,41,56,6,12.65,55,42,6,61,44,2,6.3,21,15,228.29
9d8438f1,67,2,41038,0,2,132,16,0,75000,2021-12-01,6,18.87,113.2,97,3,54,54,53,51,57,40,68,2,10.08,52,31,2,45,10,1,5.0,21,10,181.45
4ad10622,51,0,49627,1,3,770,14,0,36325,2022-12-19,9,29.28,263.48,44,3,19,15,38,20,18,41,45,3,26.98,74,38,13,68,45,1,6.5,21,13,379.84
973c4b49,62,1,102382,3,3,918,27,0,82189,2024-11-05,8,15.0,120.0,15,3,60,89,81,78,82,67,87,5,17.37,97,17,17,21,35,0,7.4,9,12,197.39
359b32de,29,2,103970,1,2,157,30,0,63006,2021-02-06,21,35.97,755.27,105,2,22,23,28,33,22,27,22,13,29.19,100,0,19,42,37,0,8.4,849,4,157.62
9ae5a352,19,0,48494,3,2,886,0,0,82009,2024-03-04,5,49.24,246.18,14,2,82,87,53,80,57,66,52,5,8.62,0,86,4,51,63,3,6.1,7,9,524.31
0015b811,56,1,34006,4,1,925,30,0,51408,2024-03-28,5,51.37,256.86,86,5,6,10,18,38,23,23,11,2,5.65,94,11,1,62,0,1,5.7,57,6,284.99
f1134c4d,54,1,52909,2,2,156,41,0,31557,2022-04-23,9,40.31,362.77,28,1,30,22,46,12,18,25,44,7,20.9,90,15,10,46,35,0,6.4,35,10,394.26
166c1938,29,0,50396,2,1,375,43,0,93073,2020-08-05,11,35.47,390.17,46,0,40,59,41,53,34,47,34,8,16.59,52,47,11,33,89,1,7.0,147,14,492.25
66ce9c5a,66,0,115510,1,2,244,17,0,56406,2024-10-24,12,58.48,701.78,42,0,31,25,36,45,26,35,21,3,19.51,54,47,13,36,54,1,7.1,12,9,567.65
983a6c8c,72,1,109550,3,0,116,4,0,91054,2024-04-08,8,15.0,120.0,2,1,37,56,59,64,36,38,40,7,7.82,47,53,8,52,2,0,6.7,41,8,106.97
2878dcaa,22,0,75060,0,0,834,22,0,26421,2024-02-25,7,15.0,105.0,77,0,21,34,38,24,44,44,24,5,20.77,85,26,5,63,60,0,7.4,146,7,104.28
4a135bab,48,2,96882,4,3,80,46,0,16471,2022-07-23,14,78.77,1102.8,66,5,38,15,16,25,40,40,23,5,25.55,56,27,13,43,43,0,7.9,15,10,873.21
5fdfc4c1,65,1,25837,2,3,967,39,0,13029,2021-06-22,5,15.0,75.0,4,3,62,44,33,43,63,63,30,4,3.86,82,28,3,90,12,3,4.8,56,11,171.96
686db390,30,0,36304,3,3,903,32,0,66578,2022-06-12,8,15.0,120.0,34,4,55,55,22,23,48,28,45,6,27.76,47,58,4,94,28,1,6.6,33,13,191.39
c77a496c,20,1,44755,0,0,259,21,0,21852,2020-04-25,5,41.91,209.55,91,3,58,39,50,55,62,38,67,6,1.76,74,39,10,51,56,1,6.4,2,15,669.0699999999999
dbf751b3,48,0,54501,4,1,576,26,0,44824,2022-06-08,10,38.0,379.98,8,0,47,53,40,55,38,34,36,7,13.25,14,84,9,45,30,0,6.5,144,9,367.03
6ab2e49c,71,0,69590,1,2,566,10,0,18546,2020-12-25,6,50.43,302.55,115,1,45,27,48,43,43,47,43,3,12.25,2,91,1,64,55,0,5.7,217,13,649.51
